Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Category,HeroType,MaxLevel
Se_Star_Bismuth_L_ContinuousSpeed,Light Footsteps,ย่างก้าวแผ่วเบา,"While moving, <color=yellow>Movement Speed</color> gradually increases over 5 seconds, up to a maximum of 10%<sprite=5>. This bonus disappears when you stop moving.","ในขณะที่เคลื่อนที่, <color=yellow>ความเร็วในการเคลื่อนที่</color> จะเพิ่มขึ้นเรื่อยๆ ภายใน 5 วินาที สูงสุด 10%<sprite=5> โบนัสนี้จะหายไปเมื่อคุณหยุดเคลื่อนที่","While moving, <color=yellow>Movement Speed</color> gradually increases over {0} seconds, up to a maximum of {1}. This bonus disappears when you stop moving.","ขณะเคลื่อนที่, <color=yellow>ความเร็วเคลื่อนที่</color> จะค่อยๆ เพิ่มขึ้นตลอดระยะเวลา {0} วินาที สูงสุดที่ {1} โบนัสนี้จะหายไปเมื่อคุณหยุดเคลื่อนที่",Worried about the girl's tiny bare feet? Don't be. She's not walking on rough ground—she's skipping merrily across fluffy clouds on her journey!,ไม่ต้องกังวลเรื่องเท้าเปล่าเล็กๆ ของเด็กหญิงหรอก นางไม่ได้เดินอยู่บนพื้นขรุขระ แต่นางกำลังกระโดดโลดเต้นอย่างร่าเริงไปบนปุยเมฆตลอดการเดินทางของนาง!,Life,Hero_Bismuth,4
Se_Star_Bismuth_L_DodgeNoDashMoreCharges,Shift in Thinking,พลิกแพลงความคิด,"<color=yellow>Distorting Sprint</color> no longer dashes, but gains 1<sprite=5> additional maximum charges.",<color=yellow>Distorting Sprint</color> จะไม่เป็นการพุ่งอีกต่อไป แต่จะได้เพิ่ม 1<sprite=5> ค่าใช้สูงสุด,"<color=yellow>Distorting Sprint</color> no longer dashes, but gains {0} additional maximum charges.",<color=yellow>Distorting Sprint</color> จะไม่พุ่งอีกต่อไป แต่จะได้รับจำนวนสูงสุดเพิ่มขึ้นอีก {0} ครั้ง,,,Life,Hero_Bismuth,2
Se_Star_Bismuth_L_SecondWindWithPenalty,Two Souls,สองจิตวิญญาณ,"When you take <color=yellow>Fatal damage</color>, you ignore that damage and become <color=yellow>Invulnerable</color> for 1<sprite=5> seconds. However, a random Memory is destroyed, and Identity Memories may also be destroyed. This can only occur once per game.",เมื่อคุณได้รับ <color=yellow>ความเสียหายร้ายแรง</color> คุณจะเพิกเฉยต่อความเสียหายนั้นและกลายเป็น <color=yellow>อมตะ</color> เป็นเวลา 1<sprite=5> วินาที อย่างไรก็ตาม Memory แบบสุ่มจะถูกทำลาย และ Identity Memories ก็อาจถูกทำลายได้เช่นกัน สิ่งนี้สามารถเกิดขึ้นได้เพียงครั้งเดียวต่อเกม,"When you take <color=yellow>Fatal damage</color>, you ignore that damage and become <color=yellow>Invulnerable</color> for {0} seconds. However, a random Memory is destroyed, and Identity Memories may also be destroyed. This can only occur once per game.",เมื่อคุณได้รับ <color=yellow>ความเสียหายถึงแก่ชีวิต</color> คุณจะเพิกเฉยต่อความเสียหายนั้นและได้รับสถานะ <color=yellow>อมตะ</color> เป็นเวลา {0} วินาที อย่างไรก็ตาม Memory แบบสุ่มจะถูกทำลาย และ Identity Memory อาจถูกทำลายด้วยเช่นกัน สิ่งนี้จะเกิดขึ้นได้เพียงครั้งเดียวต่อเกม,,,Life,Hero_Bismuth,3
Se_Star_Husk_D_AttackDamage,Purpose of My Existence,เป้าหมายแห่งการดำรงอยู่,Increases <color=yellow>Attack Damage</color> by 4<sprite=5>.,เพิ่ม <color=yellow>พลังโจมตี</color> ขึ้น 4<sprite=5>,Increases <color=yellow>Attack Damage</color> by {0}.,เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> ขึ้น {0},,,Destruction,Hero_Husk,4
Se_Star_Husk_D_CritAmp,Dance of Death,ระบำมรณะ,Increases <color=yellow>Critical Strike Damage</color> by 15%<sprite=5>.,เพิ่มความเสียหายคริติคอล (<color=yellow>Critical Strike Damage</color>) ขึ้น 15%<sprite=5>,Increases <color=yellow>Critical Strike Damage</color> by {0}.,เพิ่ม <color=yellow>ความเสียหายคริติคอล</color> ขึ้น {0},,,Destruction,Hero_Husk,4
Se_Star_Husk_D_DamageAmpOnLowHpTarget,Merciless,ไร้ความปรานี,All damage dealt to enemies with Health below 35% is increased by 15%<sprite=5>.,ความเสียหายทั้งหมดที่ทำต่อศัตรูที่มีพลังชีวิตต่ำกว่า 35% จะเพิ่มขึ้น 15%<sprite=5>,All damage dealt to enemies with Health below {0} is increased by {1}.,ความเสียหายทั้งหมดที่ทำต่อศัตรูที่มีพลังชีวิตต่ำกว่า {0} จะเพิ่มขึ้น {1},"To one devoid of emotion, showing mercy to enemies is nothing but the height of inefficiency.",สำหรับผู้ที่ไร้ซึ่งอารมณ์ การแสดงความเมตตาต่อศัตรูเป็นเพียงความไร้ประสิทธิภาพขั้นสูงสุดเท่านั้น,Destruction,Hero_Husk,4
Se_Star_Husk_D_DamageOverTimeCritWithPenalty,Life Neglect,ละทิ้งชีวิต,"Reduces healing received by 30%, but when a <color=yellow>Critical Strike</color> lands, it deals additional damage equal to 15%<sprite=5> of the damage over 2 seconds.",ลดปริมาณการฟื้นฟูที่ได้รับ 30% แต่เมื่อเกิด <color=yellow>คริติคอล</color> จะสร้างความเสียหายเพิ่มเติมเท่ากับ 15%<sprite=5> ของความเสียหายเป็นเวลา 2 วินาที,"Reduces healing received by {0}, but when a <color=yellow>Critical Strike</color> lands, it deals additional damage equal to {1} of the damage over {2} seconds.","ลดการฟื้นฟูที่ได้รับลง {0}, แต่เมื่อเกิด <color=yellow>คริติคอลสไตรค์</color> จะสร้างความเสียหายเพิ่มเติมเท่ากับ {1} ของความเสียหายเป็นเวลา {2} วินาที",,,Destruction,Hero_Husk,4
Se_Star_Husk_D_DarkAttackWithPenalty,Soul Oil,น้ำมันวิญญาณ,"Your Maximum Health is reduced by 15%, but your <color=yellow>Attack Speed</color> increases by 8%<sprite=5> and your basic attacks deal <color=yellow>Dark damage</color>.","พลังชีวิตสูงสุดของคุณลดลง 15%, แต่ <color=yellow>ความเร็วในการโจมตี</color> ของคุณเพิ่มขึ้น 8%<sprite=5> และการโจมตีปกติของคุณสร้าง <color=yellow>ความเสียหายความมืด</color>","Your Maximum Health is reduced by {0}, but your <color=yellow>Attack Speed</color> increases by {1} and your basic attacks deal <color=yellow>Dark damage</color>.",พลังชีวิตสูงสุดของคุณจะลดลง {0} แต่ <color=yellow>ความเร็วโจมตี</color> ของคุณจะเพิ่มขึ้น {1} และการโจมตีปกติของคุณจะสร้าง <color=yellow>ความเสียหายความมืด</color>,,,Destruction,Hero_Husk,3
Se_Star_Husk_D_MovementSkillHaste,Soul Acceleration,เร่งอนุภาควิญญาณ,The <color=yellow>Cooldown</color> of all Dash and Teleport Memories is reduced by 10%<sprite=5>.,คูลดาวน์ของ Memory Dash และ Teleport ทั้งหมด ลดลง 10%<sprite=5>,The <color=yellow>Cooldown</color> of all Dash and Teleport Memories is reduced by {0}.,<color=yellow>คูลดาวน์</color>ของความทรงจำ Dash และ Teleport ทั้งหมดลดลง {0},,,Destruction,Hero_Husk,3
Se_Star_Husk_D_ScalingAdAndAtkSpd,"Perceive, Learn, Adapt",รับรู้ เรียนรู้ ปรับตัว,"Gain 1.5<sprite=5> <color=yellow>Attack Damage</color> and 3%<sprite=5> <color=yellow>Attack Speed</color> each time you reach levels 5, 10, 15, and 20.","ได้รับพลังโจมตี 1.5<sprite=5> <color=yellow>และเพิ่มความเร็วโจมตี</color> 3%<sprite=5> <color=yellow>เมื่อคุณถึงเลเวล</color> 5, 10, 15, และ 20 ในแต่ละครั้ง","Gain {0} <color=yellow>Attack Damage</color> and {1} <color=yellow>Attack Speed</color> each time you reach levels 5, 10, 15, and 20.","ได้รับ {0} <color=yellow>ความเสียหายจากการโจมตี</color> และ {1} <color=yellow>ความเร็วในการโจมตี</color> ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20.",,,Destruction,Hero_Husk,4
